config_id,agent_file,ok,returncode,timeout,elapsed_sec,avg_reward,min_reward,avg_success,min_success,avg_steps,max_steps,horizon,progress_weight,waypoint_weight,north_speed_weight,goal_weight,collision_penalty,border_penalty,center_penalty,wp_radius,side_margin,stay_penalty,south_penalty
6,/home/onyxia/work/stable_v2_RL_sailing_challenge/src/agents/agent_final_006.py,True,0,False,188.20436000823975,74.62666666666665,71.35,1.0,1.0,59.73333333333333,68.5,2,4.0,1.6,7.0,0.35,500000.0,2000.0,60.0,14.0,0.05,200.0,300.0
10,/home/onyxia/work/stable_v2_RL_sailing_challenge/src/agents/agent_final_010.py,True,0,False,197.31034803390503,74.60333333333334,71.33,1.0,1.0,59.800000000000004,68.5,2,4.0,2.0,7.0,0.35,500000.0,2000.0,60.0,14.0,0.05,200.0,300.0
2,/home/onyxia/work/stable_v2_RL_sailing_challenge/src/agents/agent_final_002.py,True,0,False,192.7395257949829,73.99333333333333,70.62,1.0,1.0,61.5,70.5,2,4.0,1.3,7.0,0.35,500000.0,2000.0,60.0,14.0,0.05,200.0,300.0
